trial_id,global_seed,scene_id,scene_seed,algorithm_type,algorithm,trial_seed,q_start,q_goal,target_position,target_quat_wxyz,success
23,42,scene_00_no_obstacle,20260525,planner,rrt,65,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
24,42,scene_00_no_obstacle,20260525,planner,rrt,66,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
25,42,scene_00_no_obstacle,20260525,planner,rrt,67,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
26,42,scene_00_no_obstacle,20260525,planner,rrt,68,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
27,42,scene_00_no_obstacle,20260525,planner,rrt,69,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
28,42,scene_00_no_obstacle,20260525,planner,rrt,70,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
29,42,scene_00_no_obstacle,20260525,planner,rrt,71,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
30,42,scene_00_no_obstacle,20260525,planner,rrt,72,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
31,42,scene_00_no_obstacle,20260525,planner,rrt,73,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
32,42,scene_00_no_obstacle,20260525,planner,rrt,74,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
33,42,scene_00_no_obstacle,20260525,planner,rrt,75,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
34,42,scene_00_no_obstacle,20260525,planner,rrt,76,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
35,42,scene_00_no_obstacle,20260525,planner,rrt,77,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
36,42,scene_00_no_obstacle,20260525,planner,rrt,78,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
37,42,scene_00_no_obstacle,20260525,planner,rrt,79,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
38,42,scene_00_no_obstacle,20260525,planner,rrt,80,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
39,42,scene_00_no_obstacle,20260525,planner,rrt,81,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
40,42,scene_00_no_obstacle,20260525,planner,rrt,82,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
41,42,scene_00_no_obstacle,20260525,planner,rrt,83,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
42,42,scene_00_no_obstacle,20260525,planner,rrt,84,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
43,42,scene_00_no_obstacle,20260525,planner,rrt,85,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
44,42,scene_00_no_obstacle,20260525,planner,rrt,86,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
45,42,scene_00_no_obstacle,20260525,planner,rrt,87,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
46,42,scene_00_no_obstacle,20260525,planner,rrt,88,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
47,42,scene_00_no_obstacle,20260525,planner,rrt,89,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
48,42,scene_00_no_obstacle,20260525,planner,rrt,90,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
49,42,scene_00_no_obstacle,20260525,planner,rrt,91,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
0,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1042,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
1,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1043,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
2,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1044,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
3,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1045,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
4,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1046,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
5,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1047,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
6,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1048,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
7,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1049,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
8,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1050,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
9,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1051,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
10,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1052,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
11,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1053,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
12,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1054,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
13,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1055,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
14,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1056,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
15,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1057,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
16,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1058,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
17,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1059,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
18,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1060,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
19,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1061,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
20,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1062,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
21,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1063,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
22,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1064,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
23,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1065,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
24,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1066,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
25,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1067,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
26,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1068,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
27,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1069,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
28,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1070,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
29,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1071,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
30,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1072,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
31,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1073,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
32,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1074,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
33,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1075,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
34,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1076,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
35,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1077,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
36,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1078,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
37,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1079,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
38,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1080,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
39,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1081,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
40,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1082,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
41,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1083,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
42,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1084,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
43,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1085,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
44,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1086,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
45,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1087,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
46,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1088,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
47,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1089,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
48,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1090,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
49,42,scene_00_no_obstacle,20260525,planner,rrt_connect,1091,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
0,42,scene_00_no_obstacle,20260525,planner,prm,2042,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
1,42,scene_00_no_obstacle,20260525,planner,prm,2043,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
2,42,scene_00_no_obstacle,20260525,planner,prm,2044,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
3,42,scene_00_no_obstacle,20260525,planner,prm,2045,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
4,42,scene_00_no_obstacle,20260525,planner,prm,2046,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
5,42,scene_00_no_obstacle,20260525,planner,prm,2047,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
6,42,scene_00_no_obstacle,20260525,planner,prm,2048,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
7,42,scene_00_no_obstacle,20260525,planner,prm,2049,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
8,42,scene_00_no_obstacle,20260525,planner,prm,2050,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
9,42,scene_00_no_obstacle,20260525,planner,prm,2051,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
10,42,scene_00_no_obstacle,20260525,planner,prm,2052,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
11,42,scene_00_no_obstacle,20260525,planner,prm,2053,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
12,42,scene_00_no_obstacle,20260525,planner,prm,2054,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
13,42,scene_00_no_obstacle,20260525,planner,prm,2055,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
14,42,scene_00_no_obstacle,20260525,planner,prm,2056,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
15,42,scene_00_no_obstacle,20260525,planner,prm,2057,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
16,42,scene_00_no_obstacle,20260525,planner,prm,2058,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
17,42,scene_00_no_obstacle,20260525,planner,prm,2059,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
18,42,scene_00_no_obstacle,20260525,planner,prm,2060,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
19,42,scene_00_no_obstacle,20260525,planner,prm,2061,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
20,42,scene_00_no_obstacle,20260525,planner,prm,2062,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
21,42,scene_00_no_obstacle,20260525,planner,prm,2063,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
22,42,scene_00_no_obstacle,20260525,planner,prm,2064,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
23,42,scene_00_no_obstacle,20260525,planner,prm,2065,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
24,42,scene_00_no_obstacle,20260525,planner,prm,2066,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
25,42,scene_00_no_obstacle,20260525,planner,prm,2067,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
26,42,scene_00_no_obstacle,20260525,planner,prm,2068,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
27,42,scene_00_no_obstacle,20260525,planner,prm,2069,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
28,42,scene_00_no_obstacle,20260525,planner,prm,2070,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
29,42,scene_00_no_obstacle,20260525,planner,prm,2071,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
30,42,scene_00_no_obstacle,20260525,planner,prm,2072,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
31,42,scene_00_no_obstacle,20260525,planner,prm,2073,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
32,42,scene_00_no_obstacle,20260525,planner,prm,2074,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
33,42,scene_00_no_obstacle,20260525,planner,prm,2075,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
34,42,scene_00_no_obstacle,20260525,planner,prm,2076,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
35,42,scene_00_no_obstacle,20260525,planner,prm,2077,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
36,42,scene_00_no_obstacle,20260525,planner,prm,2078,"[-1.5708,-1.5708,1.5708,-1.5708,-1.5708,0]","[-3.2411051,-1.0356398,1.1025,0.90258716,0.07058072,-0.47616428]","[0.55,0.18,0.44]",,True
